sample,field,date,sampling.period,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,protozoa,BactSum,FungSum,FBRatio,GPosSum,GNegSum,ActSum,SapSum,AMF,total.fame,P,K,Mg,Ca,pH,CEC,S,B,Zn,Mn,Fe,Cu,OM,no3.ppm,nh4.ppm,total.N,original.field,year
KK 80,KK-2-18,10/11/18,18-Oct,no,yes,yes,no,none-low,no,12.8,10.77085533,0.919,28.793,31.81,1.105,15.537,4.113,9.143,28.431,3.379,130.2806882,211,1273,747,2229,7.1,11.91,18,1.8,22.88,153,79,1.55,0.91,8.16,1.76,9.92,2,2018
KK 81,KK-3-18,10/11/18,18-Oct,no,yes,no,yes,medium-high,yes,15.2,10.1659751,1.02,25.091,32.584,1.299,13.508,3.706,7.877,25.887,6.697,106.1445945,202,1015,1021,3433,8,16.13,22,2.62,19.45,230,77,1.47,1.08,3.69,0.74,4.43,3,2018
KK 82,KK-3-18,10/11/18,18-Oct,no,yes,no,yes,medium-high,yes,15.2,13.10043668,1.529,41.685,56.895,1.365,23.414,5.696,12.575,43.242,13.653,179.2284714,180,1271,994,3144,7.9,15.63,15,2.44,17.14,233,79,1.55,1.12,5.94,2.2,8.14,3,2018
KK 83,KK-3-18,10/11/18,18-Oct,no,yes,no,yes,medium-high,yes,15.2,11.45038168,0.747,23.752,28.275,1.19,13.07,3.498,7.184,23.709,4.566,100.9748507,135,1234,855,2726,8,13.15,19,2.33,14.48,222,70,1.29,0.8,7.2,2.03,9.23,3,2018
KK 84,KK-3-18,10/11/18,18-Oct,no,yes,no,yes,medium-high,yes,15.2,12.09406495,1.033,26.405,34.79,1.318,14.52,3.798,8.087,27.826,6.964,115.9593475,188,1186,1013,3238,8,15.43,17,2.31,16.45,239,74,1.47,0.88,6.2,2.68,8.88,3,2018
BH 37,BH-1-19,8/29/19,19-Aug,yes,yes,yes,yes,medium-high,no,23.3,7.749469214,0.849957481,37.17671251,46.18804221,1.242391785,21.11874991,4.788462456,11.26950014,41.525299,4.662743211,157.4922,128,1331,1022,7667,7.3,26.7,44,3.8,7.5,126,67,2.6,0.82,62.41,1.07,63.48,1,2019
BH 38,BH-1-19,8/29/19,19-Aug,yes,yes,yes,yes,medium-high,no,23.3,4.963805584,0.448805451,28.86556261,28.22012914,0.977640017,15.70307253,3.825084469,9.337405611,25.5787131,2.641416038,118.4856,146,1328,980,9185,8.3,30.7,45,4,8.2,129,57,2.9,0.86,57.16,1.42,58.58,1,2019
BH 39,BH-1-19,8/29/19,19-Aug,yes,yes,yes,yes,medium-high,no,23.3,10.41009464,1.51610967,57.16584028,76.42724344,1.336939037,33.59308211,7.067291141,16.50546703,61.62884354,14.7983999,264.3552,182,1452,1084,4358,8,19.3,45,4.3,10.2,157,86,3,0.88,35.8,1.67,37.47,1,2019
BH 41,BH-2-19,8/29/19,19-Aug,minimal,yes,yes,no,none-low,no,12,18.21266968,0.673081715,32.11014681,40.79592262,1.270499412,18.42650893,4.315550153,9.368087722,35.92435801,4.871564617,154.8589,277,1439,852,3737,7.4,15.9,129,4,14.9,164,92,2.6,0.85,40.61,1.36,41.97,2,2019
BH 42,BH-2-19,8/29/19,19-Aug,minimal,yes,yes,no,none-low,no,12,13.71055495,0.873924841,34.10884031,42.5015691,1.246057289,19.89671322,4.179938983,10.03218811,38.4131369,4.088432194,156.6209,298,1348,680,3208,7.4,14.2,35,3,12.1,198,108,2.8,0.78,15.05,1.09,16.14,2,2019
BH 43,BH-2-19,8/29/19,19-Aug,minimal,yes,yes,no,none-low,no,12,18.18181818,0.871472964,44.92026201,58.58967746,1.304304001,26.34403367,5.536604136,13.0396242,52.13137847,6.458298988,215.113,295,1487,789,3579,7.4,15.3,96,3.4,12.9,176,104,2.7,0.82,32.77,1.33,34.1,2,2019
BH 45,BH-3-19,8/29/19,19-Aug,minimal,yes,yes,no,none-low,yes,14.4,12.56599789,0.717123145,36.61121142,41.51241017,1.133871526,22.64313773,4.175215997,9.792857686,37.03212262,4.480287555,165.782,235,674,1575,2949,7.9,16,55,6.4,15.7,174,82,2.9,0.74,4.62,1.26,5.88,3,2019
BH 46,BH-3-19,8/29/19,19-Aug,minimal,yes,yes,no,none-low,yes,14.4,10.57494867,1.591845274,56.17919977,87.51530909,1.55778846,33.97427585,7.030256278,15.17466765,68.08801508,19.42729401,294.5703,224,956,1411,2896,8.4,15.5,68,7.2,13.9,187,82,3,0.64,3.68,1.24,4.92,3,2019
BH 47,BH-3-19,8/29/19,19-Aug,minimal,yes,yes,no,none-low,yes,14.4,11.62303665,0.69812454,37.95588249,43.17695021,1.13755622,21.40193939,5.19044738,11.36349572,38.1789405,4.998009715,175.9852,309,1095,1429,3141,8.2,16.4,106,6.2,18,202,78,3.8,0.63,17.22,1.81,19.03,3,2019
BH 133,BH-4-19,8/29/19,19-Aug,yes,yes,yes,yes,medium-high,no,23.2,8.004268943,0.833851162,36.91963552,48.31510524,1.308656073,20.65690332,5.411765434,10.85096677,43.87014128,4.444963955,164.3685,199,1514,984,6499,8.3,23.5,42,4.3,10,134,71,3.5,0.6,46.48,1.07,47.55,4,2019
BH 134,BH-4-19,8/29/19,19-Aug,yes,yes,yes,yes,medium-high,no,23.2,11.46637266,0.656620136,35.62599116,43.78919593,1.229136215,19.69528897,4.775311876,11.15539031,40.01038689,3.778809042,148.4078,204,1177,1269,3761,8.3,17.8,51,4.7,8.6,167,95,4.3,0.57,7.13,1.53,8.66,4,2019
BH 135,BH-4-19,8/29/19,19-Aug,yes,yes,yes,yes,medium-high,no,23.2,12.18220339,0.627258115,33.25758067,47.62732912,1.432074377,18.50812773,4.960502998,9.788949944,44.20655289,3.420776231,152.5333,107,1006,957,3003,7.8,14.4,27,3.3,9.2,147,79,4.4,0.81,15.85,1.43,17.28,4,2019
JS 136,JS-1-19,9/3/19,19-Sep,yes,no,yes,yes,none-low,yes,32.8,12.51396648,0.500497913,37.71875236,35.66616273,0.94558172,18.94265677,5.200966917,13.57512867,32.74435096,2.921811771,130.204,64,1215,527,10930,8.3,33.5,22,2.5,1.8,308,64,5.2,1.36,18.18,1.34,19.52,1,2019
JS 137,JS-1-19,9/3/19,19-Sep,yes,no,yes,yes,none-low,yes,32.8,8.091286307,0.402292625,36.20661088,34.92364639,0.964565463,18.05073694,5.471699206,12.68417473,32.01303073,2.910615659,128.4838,39,837,406,9677,8.4,28.6,20,2.1,1.2,232,59,3.9,0.96,13.67,0.79,14.46,1,2019
JS 138,JS-1-19,9/3/19,19-Sep,yes,no,yes,yes,none-low,yes,32.8,8.820512821,0.533736011,37.25102152,35.03681149,0.94055975,19.23868747,5.175147484,12.83718656,31.8399694,3.19684209,136.6965,44,959,434,8918,8.4,27.3,25,2.4,1.5,243,65,4,1.09,15.56,1.44,17,1,2019
JS 139,JS-2-19,9/3/19,19-Sep,yes,no,yes,yes,none-low,yes,16.8,4.046242775,0.326476122,11.78257168,10.39708026,0.882411798,6.367297413,1.3313658,4.083908467,9.038101388,1.358978873,39.63707,16,565,304,1933,7,8.4,7,0.8,1.6,71,77,1.3,0.34,2.53,1.27,3.8,2,2019
JS 140,JS-2-19,9/3/19,19-Sep,yes,no,yes,yes,none-low,yes,16.8,2.610441767,0.269034289,15.45903672,11.60965368,0.750994638,8.171976628,1.890512748,5.396547343,10.51097186,1.098681825,48.09349,15,478,280,1567,7.2,6.9,7,0.8,1.2,55,73,1.1,0.32,3.01,1.23,4.24,2,2019
JS 141,JS-2-19,9/3/19,19-Sep,yes,no,yes,yes,none-low,yes,16.8,3.651115619,0.801782346,33.84993322,33.53652139,0.990741139,19.42034324,3.989806895,10.43978308,30.36008935,3.17643204,125.9541,21,568,275,1602,7.2,7.1,11,0.9,0.9,61,74,1.1,0.48,14.16,1.67,15.83,2,2019
JS 145,JS-3-19,9/3/19,19-Sep,minimal,no,no,yes,none-low,yes,8.9,2.296650718,0.746539852,32.13260666,31.56686441,0.982393515,18.48952935,4.071598741,9.571478562,28.26215334,3.304711068,120.9846,36,432,231,1472,7.4,6,11,0.8,1.6,62,74,1.1,0.47,4.06,1.17,5.23,3,2019
JS 146,JS-3-19,9/3/19,19-Sep,minimal,no,no,yes,none-low,yes,8.9,1.803607214,0.735037183,23.02220359,20.08192984,0.872285303,13.34132813,2.535160633,7.145714818,17.37083837,2.711091464,81.76462,26,335,184,1220,7.1,5,17,0.7,1.8,55,74,0.9,0.36,3.51,1.45,4.96,3,2019
JS 147,JS-3-19,9/3/19,19-Sep,minimal,no,no,yes,none-low,yes,8.9,2.647657841,0.732858963,34.70186621,27.06655195,0.779973958,18.85183965,4.716970158,11.13305641,22.82462533,4.241926613,121.058,19,412,217,1427,7.1,6.2,11,0.8,1.8,63,68,1,0.43,5.52,1.65,7.17,3,2019
JA 109,JA-1-19,9/4/19,19-Sep,no,no,no,no,medium-high,no,8.4,2.760736196,0.338951524,19.35446978,23.93026971,1.236420837,10.562758,2.734411932,6.057299842,21.98046289,1.949806824,83.11715,53,783,714,8549,8.3,26.6,19,2.7,9.2,96,61,2.4,0.5,18.78,1.91,20.69,1,2019
JA 110,JA-1-19,9/4/19,19-Sep,no,no,no,no,medium-high,no,8.4,2.081268583,0.482533297,30.87680297,21.59990285,0.699551144,16.15349729,4.456753214,10.26655247,19.56270359,2.037199264,104.6242,116,1043,755,5068,8.3,18.4,37,4.5,12,100,76,2.2,0.53,36.29,2.94,39.23,1,2019
JA 111,JA-1-19,9/4/19,19-Sep,no,no,no,no,medium-high,no,8.4,2.247191011,0.44842282,18.84460321,15.55849852,0.825620914,10.14525012,2.585662686,6.113690408,13.75530292,1.8031956,64.71776,71,995,640,2093,8,10,13,2.4,2.8,89,77,1.7,0.42,22.44,2.16,24.6,1,2019
JA 113,JA-2-19,9/4/19,19-Sep,yes,yes,yes,no,none-low,no,10.4,8.841463415,0.82250613,16.28909321,41.28081592,2.534261139,8.535435984,2.313262626,5.440394605,19.89294657,21.38786935,105.6048,20,389,1425,1884,8.7,11.9,214,8.6,2.1,105,70,1.7,0.37,1.73,0.91,2.64,2,2019
JA114,JA-2-19,9/4/19,19-Sep,yes,yes,yes,no,none-low,no,10.4,5.38071066,0.912330652,20.74777268,40.95671727,1.974029594,11.91107097,2.619221843,6.217479862,35.22661945,5.730097811,118.1752,87,1045,771,2699,7.7,12.5,137,2.9,2.8,112,82,1.9,0.48,15.82,2.06,17.88,2,2019
JA 115,JA-2-19,9/4/19,19-Sep,yes,yes,yes,no,none-low,no,10.4,4.928131417,0.572611744,19.074661,24.02499036,1.259523845,10.1458851,2.76847183,6.160304071,20.66473962,3.36025074,85.94204,54,925,764,2526,8,12.3,12,3,1.8,117,80,1.9,0.54,11.28,1.57,12.85,2,2019
JA 117,JA-3-19,9/4/19,19-Sep,yes,no,yes,no,none-low,no,9.9,1.253616201,0.087156044,5.617508488,3.412338347,0.607446941,2.404208648,0.91860516,2.29469468,2.951107704,0.461230643,16.35999,53,378,216,8438,8.5,23.3,21,0.7,0.6,66,51,1.3,0.33,3.9,1.27,5.17,3,2019
JA 118,JA-3-19,9/4/19,19-Sep,yes,no,yes,no,none-low,no,9.9,2.079395085,0.114044821,4.649639958,3.974183295,0.854729255,2.106702781,0.762786604,1.780150573,3.387227694,0.586955601,17.43288,40,385,210,6931,8.6,19.9,6,0.8,0.5,76,60,1.5,0.33,2.49,1.19,3.68,3,2019
JA 119,JA-3-19,9/4/19,19-Sep,yes,no,yes,no,none-low,no,9.9,1.943634597,0.095338181,8.522220528,5.830753604,0.684182436,3.701781297,1.323856181,3.49658305,4.916934543,0.913819061,27.33152,45,461,239,6520,8.4,19.1,20,1,0.7,102,73,1.9,0.37,3.13,1.77,4.9,3,2019
KK 148,KK-4-19,9/5/19,19-Sep,minimal,yes,yes,yes,medium-high,yes,3.1,7.636738906,1.360868827,60.09090917,56.90393135,0.94696406,34.10500415,8.183427027,17.80247799,46.9840825,9.919848849,217.3124,52,940,1119,2883,7.6,15.1,53,3.1,15.8,143,62,2.5,1.24,7.87,1.28,9.15,4,2019
KK 149,KK-4-19,9/5/19,19-Sep,minimal,yes,yes,yes,medium-high,yes,3.1,8.775731311,2.01532498,78.10388078,87.23743649,1.116941125,45.27125394,10.18128739,22.65133946,78.48865542,8.748781069,321.7909,111,859,1155,3134,7.5,16.1,35,3,20,141,69,2.5,1.43,5.13,1.79,6.92,4,2019
KK 150,KK-4-19,9/5/19,19-Sep,minimal,yes,yes,yes,medium-high,yes,3.1,6.976744186,0.81554291,47.12844123,35.17532578,0.746371509,24.09996253,7.295281612,15.7331971,30.22262414,4.952701642,160.964,115,764,1038,2792,7.5,13.5,59,2.8,17.3,151,64,2.2,1.3,11.1,1.49,12.59,4,2019
KK 151,KK-5-19,9/5/19,19-Sep,no,yes,yes,yes,medium-high,yes,16.8,8.442211055,1.903106298,51.45650859,61.88856593,1.202735429,28.79885954,8.12600558,14.53164347,54.61552724,7.273038689,211.5692,235,963,871,2611,7.6,11.8,34,2.3,15.2,106,70,3,1.31,9.16,1.85,11.01,5,2019
KK 152,KK-5-19,9/5/19,19-Sep,no,yes,yes,yes,medium-high,yes,16.8,8.625877633,3.203773768,63.89262785,75.21977923,1.177284168,35.39966505,9.946884623,18.54607817,66.11234737,9.107431863,262.3349,97,796,892,2556,7.7,12.7,26,2.3,11.1,108,67,2.5,1.38,3.53,1.56,5.09,5,2019
KK 153,KK-5-19,9/5/19,19-Sep,no,yes,yes,yes,medium-high,yes,16.8,8.35978836,2.436594625,59.25422074,74.12040049,1.250888115,33.64972394,8.996480147,16.60801665,64.8810824,9.239318083,250.9586,224,946,946,2656,7.6,13,30,2.4,14.6,109,70,2.3,1.3,6.43,1.66,8.09,5,2019
KK 154,KK-6-19,9/5/19,19-Sep,no,yes,yes,yes,medium-high,yes,34.6,14.83516484,1.377857558,81.55398934,78.67004361,0.964637588,43.53783484,11.50336068,26.51279382,71.77011794,6.899925669,299.493,250,1550,1336,8979,8,31.2,159,4.1,12.4,147,87,4.4,1.92,111.88,1.04,112.92,6,2019
KK 155,KK-6-19,9/5/19,19-Sep,no,yes,yes,yes,medium-high,yes,34.6,10.71049841,1.961965772,94.37794031,92.53038248,0.980423838,50.95428666,13.57611207,29.84754157,85.00608388,7.524298605,353.1619,486,2109,1869,10597,8,37.8,171,5.6,19.8,133,119,4.7,2.33,124.87,0.59,125.46,6,2019
KK 156,KK-6-19,9/5/19,19-Sep,no,yes,yes,yes,medium-high,yes,34.6,12.59338314,2.407249999,113.6012928,107.1508111,0.943218237,60.46687448,16.23333109,36.90108721,96.53188581,10.61892532,416.2654,495,1699,1836,9696,8.2,36.1,154,5.8,18.5,107,159,5,2.17,47.92,1.36,49.28,6,2019
KS 121,KS-1-19,9/6/19,19-Sep,yes,yes,yes,no,none-low,no,24.4,3.080082136,0.658475903,39.81850498,28.9041926,0.725898489,20.64704934,6.349430294,12.82202535,25.83354501,3.070647587,135.2726,118,1190,1528,4325,7.7,20.7,43,4.6,2.8,243,78,4.3,1.46,92.92,2.04,94.96,1,2019
KS 122,KS-1-19,9/6/19,19-Sep,yes,yes,yes,no,none-low,no,24.4,3.137651822,1.143704115,41.87059614,40.22689098,0.960743211,22.89516238,6.078370653,12.89706311,35.35893938,4.867951597,159.6403,106,1122,1416,3813,7.9,18.1,51,4.4,2.4,230,76,4,1.31,35.98,2.35,38.33,1,2019
KS 123,KS-1-19,9/6/19,19-Sep,yes,yes,yes,no,none-low,no,24.4,14.7597254,0.57414517,28.97640956,26.651022,0.919748941,15.07901624,4.382929563,9.51446376,22.25237176,4.398650246,106.4559,85,1058,1366,3451,8,16.1,70,4.4,2.1,214,78,4,1.11,35.1,1.23,36.33,1,2019
KS 129,KS-3-19,9/6/19,19-Sep,minimal,no,no,no,medium-high,no,24.5,5.503634476,1.302406883,49.39634193,55.9829877,1.133342784,26.50695561,5.830516667,17.05886966,41.46637437,14.51661333,186.6822,46,1134,714,5178,7.7,19,24,2.2,1.7,265,68,3.9,1.64,21.22,1.91,23.13,3,2019
KS 130,KS-3-19,9/6/19,19-Sep,minimal,no,no,no,medium-high,no,24.5,5.511022044,0.895941254,62.88576183,54.62872592,0.868697847,34.0447185,7.583899491,21.25714384,44.66687698,9.961848944,220.3725,43,1005,673,4571,7.7,17.5,21,2.1,4.3,305,78,4.2,1.47,3.38,1.52,4.9,3,2019
KS 131,KS-3-19,9/6/19,19-Sep,minimal,no,no,no,medium-high,no,24.5,4.679552391,0.672014555,36.82608161,38.28080323,1.039502482,19.68401557,4.291527726,12.85053832,31.67823093,6.602572302,132.1272,50,782,634,4338,7.4,16.1,17,1.3,1.3,332,91,4.3,1.36,9.35,0.39,9.74,3,2019
KS 166,KS-4-19,9/6/19,19-Sep,no,no,no,no,none-low,yes,28.6,2.087475149,0.164342699,14.91542571,11.41452892,0.765283482,7.237606961,2.145180844,5.532637909,10.22217963,1.192349291,49.36005,37,823,1216,4322,7.8,17.7,20,2.9,1,185,82,3.9,1.01,50.83,0.93,51.76,4,2019
KS 167,KS-4-19,9/6/19,19-Sep,no,no,no,no,none-low,yes,28.6,1.553398058,0.585938672,35.90544989,48.22771385,1.343186452,20.26276312,6.477123323,9.165563445,42.68805756,5.539656295,155.9355,39,707,1041,3787,7.2,16.7,21,2.1,1,200,77,3.7,0.92,32.33,2.13,34.46,4,2019
KS 168,KS-4-19,9/6/19,19-Sep,no,no,no,no,none-low,yes,28.6,1.64410058,0.190565098,14.54370027,12.09400277,0.831562982,7.665838904,1.829461284,5.048400084,11.0191695,1.074833271,54.21707,44,716,985,3638,7.1,16.5,20,1.9,0.9,169,92,3.7,0.99,38.75,1.86,40.61,4,2019
TG 169,TG-4-19,9/9/19,19-Sep,no,yes,yes,yes,none-low,no,32.6,15.43478261,0.970273555,54.125797,61.23848718,1.131410355,29.5796365,7.096546384,17.44961412,52.4598404,8.778646778,212.3098,199,1488,1855,4665,7.8,23.3,53,6.1,5.3,392,75,5.1,1.6,6.53,1.35,7.88,4,2019
TG 170,TG-4-19,9/9/19,19-Sep,no,yes,yes,yes,none-low,no,32.6,14.42841287,0.929173576,57.44096237,56.3236095,0.980547804,31.36016161,8.047599306,18.03320146,50.26352801,6.060081495,220.8817,444,1413,1719,4253,7.2,21.6,46,5.3,8.7,363,96,5,1.54,75.69,52.69,128.38,4,2019
TG 171,TG-4-19,9/9/19,19-Sep,no,yes,yes,yes,none-low,no,32.6,16.35565313,0.958434778,51.56689145,54.48114297,1.056514004,28.71910511,6.861545617,15.98624073,47.66615065,6.814992324,195.2395,282,1657,1827,4834,8.3,24.2,31,5.5,7,368,101,5.5,1.55,4.83,1.49,6.32,4,2019
TG 172,TG-5-19,9/9/19,19-Sep,yes,yes,yes,no,none-low,yes,32.6,8.474576271,1.383992372,60.18583783,79.07009339,1.313765767,31.76504223,8.340983584,20.07981202,71.14727576,7.922817635,254.7525,111,1508,1749,4613,8.4,22.4,23,7.5,3.6,359,87,5.5,1.41,3.57,1.39,4.96,5,2019
TG 173,TG-5-19,9/9/19,19-Sep,yes,yes,yes,no,none-low,yes,32.6,12.25806452,1.181535979,52.02424821,73.24768005,1.407952687,27.54951747,7.622252115,16.85247862,65.68126046,7.566419592,229.4006,97,1266,1754,4417,8.4,21.6,20,7,3.5,343,86,5,1.35,3.09,1.28,4.37,5,2019
TG 174,TG-5-19,9/9/19,19-Sep,yes,yes,yes,no,none-low,yes,32.6,11.09936575,1.610079733,61.58712253,75.21564094,1.221288442,33.65022233,8.446977073,19.48992313,66.88509577,8.330545169,251.7787,129,1720,2008,5568,8.4,26.1,28,7.9,4.2,349,97,6.4,1.49,5.51,1.59,7.1,5,2019
TG 175,TG-6-19,9/9/19,19-Sep,no,yes,yes,yes,medium-high,yes,32.4,18.68629672,2.084112768,88.91565838,101.1735638,1.137859919,49.57048441,13.12949888,26.21567509,93.1749544,7.998609418,334.7642,167,2002,1928,4373,7.9,23.5,31,6.2,7.5,323,73,4.5,1.81,45.15,1.94,47.09,6,2019
TG 176,TG-6-19,9/9/19,19-Sep,no,yes,yes,yes,medium-high,yes,32.4,19.0529876,2.062426207,85.08635879,92.12105342,1.082677115,47.05483191,13.73292261,24.29860427,78.69998933,13.42106409,325.7999,311,1289,1761,4017,7.1,21.4,32,4.2,12.2,258,92,4,1.91,5.91,2.01,7.92,6,2019
TG 177,TG-6-19,9/9/19,19-Sep,no,yes,yes,yes,medium-high,yes,32.4,15.50387597,1.770566663,53.60654273,81.38986554,1.51828231,31.13715052,8.192347285,14.27704492,57.48448759,23.90537795,251.3593,435,1266,1882,4047,6.8,22.4,40,4.7,13.4,282,94,4.2,1.92,6.77,1.98,8.75,6,2019
RN 178,RN-4-19,9/9/19,19-Sep,yes,no,no,no,none-low,no,34.7,4.62962963,1.673632995,81.5418,86.36167077,1.059109202,49.99171076,9.343365751,22.20672349,68.61733816,17.74433261,323.2086,47,871,1424,3180,7,17.4,25,1.5,2.1,242,86,3.5,1.64,8.04,5.01,13.05,4,2019
RN 179,RN-4-19,9/9/19,19-Sep,yes,no,no,no,none-low,no,34.7,4.137931034,0.955324071,54.17951654,63.81681601,1.177877177,32.14373619,6.204855614,15.83092473,51.41622099,12.40059502,224.75,26,724,1213,3204,7.6,16.4,20,1.5,1.7,202,70,3.2,1.45,15.14,4.2,19.34,4,2019
RN 180,RN-4-19,9/9/19,19-Sep,yes,no,no,no,none-low,no,34.7,6.307222787,0.992168463,43.7310848,49.62375784,1.134747927,24.98207098,4.718486286,14.03052754,37.93889387,11.68486397,170.5307,32,709,1323,2946,7,16.2,19,1.3,1.6,214,80,3.3,1.38,11.84,5.85,17.69,4,2019
RN 181,RN-5-19,9/9/19,19-Sep,no,yes,yes,yes,medium-high,no,34.7,31.35802469,1.715062034,54.92027992,70.55160581,1.284618467,29.48951179,8.027324124,17.403444,49.24513792,21.30646789,226.0719,61,1185,1859,6242,7.9,26.5,26,5.8,9.2,269,68,4.6,1.82,2.19,1.1,3.29,5,2019
RN 182,RN-5-19,9/9/19,19-Sep,no,yes,yes,yes,medium-high,no,34.7,27.75665399,2.139676164,80.19180856,96.56032486,1.204117061,45.7667216,10.27725564,24.14783132,83.78622154,12.77410332,315.1437,56,1778,2104,4830,7.6,25.1,30,5.1,9.8,313,74,5.2,2.03,11.91,1.53,13.44,5,2019
RN 183,RN-5-19,9/9/19,19-Sep,no,yes,yes,yes,medium-high,no,34.7,17.66055046,1.920034876,85.51254663,94.34407564,1.103277582,46.4681164,11.96159482,27.08283542,77.42866888,16.91540676,324.8153,68,1186,2365,4710,8.2,25.1,33,6.2,9,255,73,7.9,1.88,4.17,1.58,5.75,5,2019
RN 184,RN-6-19,9/9/19,19-Sep,no,yes,yes,yes,medium-high,no,38.6,12.41830065,4.181464078,110.9509042,144.5492139,1.302821414,63.70440589,13.92311083,33.3233875,113.6647525,30.88446137,451.2895,28,1481,1715,3995,7.7,21,16,3.5,6,279,67,4.1,2.15,35.16,38.29,73.45,6,2019
RN 185,RN-6-19,9/9/19,19-Sep,no,yes,yes,yes,medium-high,no,38.6,10.86956522,1.631192773,53.16844087,60.4821049,1.137556489,27.9622114,6.653205637,18.55302384,44.82828076,15.65382414,196.5183,24,1238,1898,4311,7.8,22.7,18,4,3.7,283,68,4.4,1.66,3.07,2.23,5.3,6,2019
RN 186,RN-6-19,9/9/19,19-Sep,no,yes,yes,yes,medium-high,no,38.6,13.58695652,1.499136413,74.13238268,73.88707754,0.996690985,39.1397511,10.47158719,24.52104438,61.15717694,12.7299006,270.9309,103,1238,1899,4865,8.1,24.1,32,5.5,7,251,71,4.5,1.86,13.3,1.82,15.12,6,2019
RN 53,RN-2-19,9/9/19,19-Sep,minimal,yes,yes,no,none-low,yes,27.2,6.934673367,0.484082291,31.68538357,27.62654183,0.871901764,15.5846613,4.873909905,11.22681237,24.2190542,3.407487638,104.5645,128,879,1749,6220,8.3,26,69,6.5,3.1,308,87,5.6,1.22,28.37,2.45,30.82,2,2019
RN 54,RN-2-19,9/9/19,19-Sep,minimal,yes,yes,no,none-low,yes,27.2,15.70155902,0.771255809,29.14265753,34.61430471,1.187753885,14.34187315,4.119235886,10.6815485,26.79247898,7.821825734,111.9461,158,1116,1738,4450,8.2,21.8,35,5.9,2.5,303,103,4.9,1.19,6.75,1.67,8.42,2,2019
RN 55,RN-2-19,9/9/19,19-Sep,minimal,yes,yes,no,none-low,yes,27.2,7.995846314,0.754642708,34.30039534,47.20113858,1.376110628,17.89045224,4.462853653,11.94708945,36.69461064,10.50652794,139.8988,110,1023,1613,4040,7.8,20.1,152,5.6,2,293,98,4.4,1.13,10.31,2.77,13.08,2,2019
GM 205,GM-1-19,9/11/19,19-Sep,minimal,yes,yes,yes,none-low,yes,34.1,4.558680892,0.35504228,17.03537676,16.4226171,0.964030167,8.934784699,2.404462615,5.696129441,13.79983248,2.622784618,65.63275,108,732,1308,2121,8.3,13.3,35,3.9,4.5,135,73,2.1,0.38,2.95,1.55,4.5,1,2019
GM 206,GM-1-19,9/11/19,19-Sep,minimal,yes,yes,yes,none-low,yes,34.1,4.49657869,0.485518318,16.65064586,23.96872384,1.439507154,8.430452296,2.403093626,5.81709994,16.5817058,7.387018044,71.42003,92,643,1465,2333,8.7,14,30,4.8,8.7,119,79,2.1,0.36,1.25,1.06,2.31,1,2019
GM 207,GM-1-19,9/11/19,19-Sep,minimal,yes,yes,yes,none-low,yes,34.1,4.98474059,0.72036436,18.13896181,30.62111455,1.688140417,10.05813535,2.755485912,5.325340548,19.81511055,10.806004,105.0127,131,608,1257,1865,8.1,11.9,35,3.1,5.4,113,71,1.9,0.31,2.35,1.48,3.83,1,2019
GM 208,GM-2-19,9/11/19,19-Sep,yes,no,yes,no,none-low,no,26.1,6.276150628,0.358252041,28.14059162,25.57977066,0.908999036,13.20610953,4.068674379,10.86580771,22.21620352,3.36356714,94.06827,37,979,492,14344,8.5,41.2,23,3.1,3.8,223,46,4.5,1.01,12.84,4.16,17,2,2019
GM 209,GM-2-19,9/11/19,19-Sep,yes,no,yes,no,none-low,no,26.1,4.707112971,0.418996903,26.25227601,28.8272859,1.09808711,12.83214514,3.806780125,9.61335075,22.08346199,6.743823908,98.8626,38,854,413,11005,8.4,32.7,24,2.8,1.7,205,48,4.1,0.93,27.84,1.56,29.4,2,2019
GM 210,GM-2-19,9/11/19,19-Sep,yes,no,yes,no,none-low,no,26.1,4.179408767,0.295459561,31.82343299,34.36371834,1.079824366,16.16757649,4.493535549,11.16232095,31.89217721,2.471541127,118.0771,37,932,437,11292,8.4,33.6,24,2.8,2.3,223,49,4.2,1.11,17.31,1.86,19.17,2,2019
GM 211,GM-3-19,9/11/19,19-Sep,no,no,no,no,none-low,yes,30.2,3.853955375,0.313210188,23.0222344,21.29229997,0.9248581,10.92991925,3.022328954,9.069986198,19.26676343,2.025536537,86.11518,35,971,402,9853,8.5,29.6,20,2.7,1.7,246,47,4.2,1.02,12.25,1.5,13.75,3,2019
GM 212,GM-3-19,9/11/19,19-Sep,no,no,no,no,none-low,yes,30.2,4.663212435,0.34261583,27.48528121,22.79070966,0.829196888,13.67960464,3.705112009,10.10056456,20.42292349,2.367786167,92.01903,34,1025,453,11647,8.4,34.3,21,2.8,6.5,253,49,4.4,1.09,15.54,2.47,18.01,3,2019
GM 213,GM-3-19,9/11/19,19-Sep,no,no,no,no,none-low,yes,30.2,4.564315353,0.279032825,26.48657682,22.11354761,0.834896399,13.38026623,3.505286401,9.60102419,20.19994878,1.913598834,88.88335,33,937,442,11651,8.4,33.8,20,2.8,2.5,224,48,4.4,0.99,9.39,2.24,11.63,3,2019
