sample,field,date,sampling.period,mbc,doc,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,original.field,year
JH 212,JH-1-21,8/1/21,21-Aug,13.0242,360.3362,yes,no,no,no,none-low,yes,14.12,3.647416413,1,2021
JH 213,JH-1-21,8/1/21,21-Aug,8.6828,375.5311,yes,no,no,no,none-low,yes,14.12,4.151624549,1,2021
JS 12,JS-3-21,8/1/21,21-Aug,121.5592,913.8647,yes,no,no,no,none-low,yes,11.88,2.953586498,3,2021
JS 13,JS-3-21,8/1/21,21-Aug,10.8535,1094.0328,yes,no,no,no,none-low,yes,11.88,2.093244529,3,2021
JS 131,JS-2-21,8/1/21,21-Aug,15.1949,1124.4226,yes,no,no,no,none-low,yes,21.92,4.520990312,2,2021
JS 88,JS-2-21,8/1/21,21-Aug,97.6815,1161.3245,yes,no,no,no,none-low,yes,21.92,6.52173913,2,2021
JS 91,JS-2-21,8/1/21,21-Aug,23.8777,1087.5207,yes,no,no,no,none-low,yes,21.92,4.008016032,2,2021
JS 99,JS-3-21,8/1/21,21-Aug,4.3414,898.6698,yes,no,no,no,none-low,yes,11.88,4.497607656,3,2021
JS 123,JS-1-21,8/1/21,21-Aug,39.0726,889.987,yes,no,no,no,none-low,no,18.12,4.284323272,1,2021
JS 170,JS-1-21,8/1/21,21-Aug,106.3643,1009.3755,yes,no,no,no,none-low,no,18.12,4.365482234,1,2021
JS 218,JS-1-21,8/1/21,21-Aug,0,909.5233,yes,no,no,no,none-low,no,18.12,3.939393939,1,2021
JK 4,JK-4-21,8/1/21,21-Aug,21.707,1697.4874,no,no,yes,no,medium-high,yes,33.72,5.532786885,4,2021
JK 7,JK-4-21,8/1/21,21-Aug,212.7286,1041.936,no,no,yes,no,medium-high,yes,33.72,6.942889138,4,2021
JK 11,JK-3-21,8/1/21,21-Aug,,1929.7523,no,yes,yes,no,medium-high,yes,23.64,11.39835488,3,2021
JK 17,JK-2-21,8/1/21,21-Aug,49.9261,2118.6032,no,yes,yes,no,medium-high,yes,21.88,9.346733668,2,2021
JK 40,JK-4-21,8/1/21,21-Aug,112.8764,798.8176,no,no,yes,no,medium-high,yes,33.72,9.851694915,4,2021
JK 65,JK-1-21,8/1/21,21-Aug,,2079.5306,no,yes,yes,no,medium-high,yes,21.76,3.44488189,1,2021
JK 104,JK-2-21,8/1/21,21-Aug,102.0229,1680.1218,no,yes,yes,no,medium-high,yes,21.88,10.85271318,2,2021
JK 110,JK-3-21,8/1/21,21-Aug,369.019,1975.337,no,yes,yes,no,medium-high,yes,23.64,15.64039409,3,2021
JK 114,JK-3-21,8/1/21,21-Aug,132.4127,1267.6888,no,yes,yes,no,medium-high,yes,23.64,5.656350053,3,2021
JK 139,JK-2-21,8/1/21,21-Aug,297.3859,1219.9334,no,yes,yes,no,medium-high,yes,21.88,12.1686747,2,2021
JK 142,JK-1-21,8/1/21,21-Aug,104.1936,1714.853,no,yes,yes,no,medium-high,yes,21.76,3.540772532,1,2021
JK 209,JK-1-21,8/1/21,21-Aug,88.9987,1404.4429,no,yes,yes,no,medium-high,yes,21.76,2.369200395,1,2021
WS 92,WS-3-21,8/1/21,21-Aug,349.4827,4445.5936,no,yes,yes,no,medium-high,yes,13.56,12.67159451,3,2021
WS 219,WS-1-21,8/1/21,21-Aug,651.21,4580.177,no,yes,yes,no,medium-high,yes,17.76,7.827102804,1,2021
WS 220,WS-1-21,8/1/21,21-Aug,195.363,3195.2704,no,yes,yes,no,medium-high,yes,17.76,6.765327696,1,2021
WS 221,WS-1-21,8/1/21,21-Aug,171.4853,2604.84,no,yes,yes,no,medium-high,yes,17.76,7.045215563,1,2021
WS 222,WS-2-21,8/1/21,21-Aug,301.7273,4169.9147,no,yes,yes,no,medium-high,yes,21.76,13.62126246,2,2021
WS 223,WS-2-21,8/1/21,21-Aug,525.3094,3694.5314,no,yes,yes,no,medium-high,yes,21.76,15.37558685,2,2021
WS 224,WS-2-21,8/1/21,21-Aug,301.7273,5311.7029,no,yes,yes,no,medium-high,yes,21.76,13.98210291,2,2021
WS 225,WS-3-21,8/1/21,21-Aug,857.4265,3390.6334,no,yes,yes,no,medium-high,yes,13.56,12.38636364,3,2021
WS 226,WS-3-21,8/1/21,21-Aug,188.8509,4195.9631,no,yes,yes,no,medium-high,yes,13.56,13.18082789,3,2021
KV 9,KV-1-21,8/1/21,21-Aug,91.1694,770.5985,no,yes,yes,no,medium-high,yes,25,4.852071006,1,2021
JK 28,JK-6-21,8/1/21,21-Aug,75.9745,1645.3906,yes,yes,yes,no,medium-high,yes,23.88,5.417118093,6,2021
JK 155,JK-6-21,8/1/21,21-Aug,134.5834,1245.9818,yes,yes,yes,no,medium-high,yes,23.88,14.1216992,6,2021
JK 177,JK-6-21,8/1/21,21-Aug,260.484,1923.2402,yes,yes,yes,no,medium-high,yes,23.88,12.57078143,6,2021
JK 231,JK-5-21,8/1/21,21-Aug,195.363,1467.3932,no,yes,yes,no,medium-high,yes,27.72,5.566037736,5,2021
JK 232,JK-5-21,8/1/21,21-Aug,95.5108,1454.369,no,yes,yes,no,medium-high,yes,27.72,8.282828283,5,2021
JK 233,JK-5-21,8/1/21,21-Aug,49.9261,1743.0721,no,yes,yes,no,medium-high,yes,27.72,6.636155606,5,2021
KV 23,KV-2-21,8/1/21,21-Aug,371.1897,748.8915,no,yes,yes,yes,medium-high,yes,43.64,23.27981651,2,2021
KV 70,KV-3-21,8/1/21,21-Aug,310.4101,1348.0047,no,yes,yes,yes,medium-high,yes,25.64,17.38648948,3,2021
KV 148,KV-1-21,8/1/21,21-Aug,325.605,814.0125,no,yes,yes,no,medium-high,yes,25,11.5727003,1,2021
KV 188,KV-2-21,8/1/21,21-Aug,288.7031,536.1629,no,yes,yes,yes,medium-high,yes,43.64,8.84749709,2,2021
KV 190,KV-1-21,8/1/21,21-Aug,82.4866,976.815,no,yes,yes,no,medium-high,yes,25,3.979057592,1,2021
KV 206,KV-2-21,8/1/21,21-Aug,210.5579,596.9425,no,yes,yes,yes,medium-high,yes,43.64,12.7090301,2,2021
KV 216,KV-3-21,8/1/21,21-Aug,238.777,976.815,no,yes,yes,yes,medium-high,yes,25.64,20.50113895,3,2021
KV 230,KV-3-21,8/1/21,21-Aug,349.4827,1050.6188,no,yes,yes,yes,medium-high,yes,25.64,21.6937355,3,2021
RNF1S1,RN-1-22,7/21/22,22-Jul,455.847,1947.1179,no,yes,yes,yes,none-low,no,31.88,7.505070994,1,2022
RNF1S2,RN-1-22,7/21/22,22-Jul,71.6331,1526.0021,no,yes,yes,yes,none-low,no,31.88,5.115346038,1,2022
RNF1S3,RN-1-22,7/21/22,22-Jul,355.9948,1619.3422,no,yes,yes,yes,none-low,no,31.88,9.297520661,1,2022
RNF2S1,RN-2-22,7/21/22,22-Jul,134.5834,1441.3448,no,yes,yes,yes,none-low,yes,33.72,11.12288136,2,2022
RNF2S2,RN-2-22,7/21/22,22-Jul,141.0955,1384.9066,no,yes,yes,yes,none-low,yes,33.72,14.05049396,2,2022
RNF2S3,RN-2-22,7/21/22,22-Jul,128.0713,1259.006,no,yes,yes,yes,none-low,yes,33.72,5,2,2022
RNF3S1,RN-3-22,7/21/22,22-Jul,136.7541,1039.7653,no,yes,yes,yes,medium-high,no,27.76,7.010309278,3,2022
RNF3S2,RN-3-22,7/21/22,22-Jul,75.9745,1463.0518,no,yes,yes,yes,medium-high,no,27.76,4.58984375,3,2022
RNF3S3,RN-3-22,7/21/22,22-Jul,88.9987,1302.42,no,yes,yes,yes,medium-high,no,27.76,3.505355404,3,2022
TGF1S1,TG-1-22,7/21/22,22-Jul,462.3591,2155.5051,no,yes,yes,yes,medium-high,no,30.08,20.76749436,1,2022
TGF1S2,TG-1-22,7/21/22,22-Jul,494.9196,2376.9165,no,yes,yes,yes,medium-high,no,30.08,14.86199575,1,2022
TGF1S3,TG-1-22,7/21/22,22-Jul,143.2662,2188.0656,no,yes,yes,yes,medium-high,no,30.08,16.32653061,1,2022
TGF2S1,TG-2-22,7/21/22,22-Jul,536.1629,1447.8569,no,yes,yes,yes,medium-high,yes,30.08,18.9010989,2,2022
TGF2S2,TG-2-22,7/21/22,22-Jul,58.6089,1458.7104,no,yes,yes,yes,medium-high,yes,30.08,3.956478734,2,2022
TGF2S3,TG-2-22,7/21/22,22-Jul,297.3859,2140.3102,no,yes,yes,yes,medium-high,yes,30.08,25.78397213,2,2022
TGF3S1,TG-3-22,7/21/22,22-Jul,269.1668,1615.0008,no,yes,yes,yes,medium-high,no,32,16.81318681,3,2022
TGF3S2,TG-3-22,7/21/22,22-Jul,108.535,1814.7052,no,yes,yes,yes,medium-high,no,32,17.47787611,3,2022
TGF3S3,TG-3-22,7/21/22,22-Jul,369.019,2166.3586,no,yes,yes,yes,medium-high,no,32,16.17312073,3,2022
KVF1S1,KV-1-22,7/21/22,22-Jul,45.5847,859.5972,no,yes,yes,no,none-low,yes,25,17.07035755,1,2022
KVF1S2,KV-1-22,7/21/22,22-Jul,125.9006,1421.8085,no,yes,yes,no,none-low,yes,25,9.414225941,1,2022
KVF1S3,KV-1-22,7/21/22,22-Jul,169.3146,1193.885,no,yes,yes,no,none-low,yes,25,14.17989418,1,2022
KVF2S1,KV-2-22,7/21/22,22-Jul,347.312,1358.8582,no,yes,yes,yes,medium-high,yes,43.64,17.64057332,2,2022
KVF2S2,KV-2-22,7/21/22,22-Jul,232.2649,1801.681,no,yes,yes,yes,medium-high,yes,43.64,12.60775862,2,2022
KVF2S3,KV-2-22,7/21/22,22-Jul,475.3833,1274.2009,no,yes,yes,yes,medium-high,yes,43.64,20.99192618,2,2022
KVF3S1,KV-3-22,7/21/22,22-Jul,345.1413,1402.2722,no,yes,yes,yes,medium-high,yes,25.64,12.95116773,3,2022
KVF3S2,KV-3-22,7/21/22,22-Jul,19.5363,1434.8327,no,yes,yes,yes,medium-high,yes,25.64,9.174311927,3,2022
KVF3S3,KV-3-22,7/21/22,22-Jul,345.1413,1187.3729,no,yes,yes,yes,medium-high,yes,25.64,11.32852729,3,2022
BTF1S1,BT-1-22,7/21/22,22-Jul,191.0216,1565.0747,no,yes,no,no,none-low,no,32.84,5.045408678,1,2022
BTF1S2,BT-1-22,7/21/22,22-Jul,206.2165,1508.6365,no,yes,no,no,none-low,no,32.84,5.5387714,1,2022
BTF1S3,BT-1-22,7/21/22,22-Jul,102.0229,2031.7752,no,yes,no,no,none-low,no,32.84,4.3,1,2022
BHF1S1,BH-1-22,7/21/22,22-Jul,95.5108,2188.0656,minimal,yes,yes,no,none-low,yes,12.56,2.107279693,1,2022
BHF1S2,BH-1-22,7/21/22,22-Jul,93.3401,2192.407,minimal,yes,yes,no,none-low,yes,12.56,1.071080818,1,2022
BHF1S3,BH-1-22,7/21/22,22-Jul,67.2917,2745.9355,minimal,yes,yes,no,none-low,yes,12.56,2.038834951,1,2022
BHF2S1,BH-2-22,7/21/22,22-Jul,160.6318,3173.5634,minimal,yes,yes,yes,none-low,yes,16.8,4.532304725,2,2022
BHF2S2,BH-2-22,7/21/22,22-Jul,384.2139,2726.3992,minimal,yes,yes,yes,none-low,yes,16.8,2.406159769,2,2022
BHF2S3,BH-2-22,7/21/22,22-Jul,204.0458,2589.6451,minimal,yes,yes,yes,none-low,yes,16.8,2.507522568,2,2022
BHF3S1,BH-3-22,7/21/22,22-Jul,243.1184,2251.0159,minimal,yes,yes,yes,none-low,yes,19.48,3.02734375,3,2022
BHF3S2,BH-3-22,7/21/22,22-Jul,56.4382,3488.3149,minimal,yes,yes,yes,none-low,yes,19.48,1.756097561,3,2022
BHF3S3,BH-3-22,7/21/22,22-Jul,212.7286,2313.9662,minimal,yes,yes,yes,none-low,yes,19.48,2.268244576,3,2022
BHF4S1,BH-4-22,7/21/22,22-Jul,67.2917,1736.56,minimal,yes,yes,no,none-low,yes,29.68,9.894736842,4,2022
BHF4S2,BH-4-22,7/21/22,22-Jul,479.7247,1632.3664,minimal,yes,yes,no,none-low,yes,29.68,12.51360174,4,2022
BHF4S3,BH-4-22,7/21/22,22-Jul,208.3872,2281.4057,minimal,yes,yes,no,none-low,yes,29.68,8.376421923,4,2022
KSF1S1,KS-1-22,7/21/22,22-Jul,225.7528,1052.7895,no,yes,yes,no,medium-high,no,24.72,14.16216216,1,2022
KSF1S2,KS-1-22,7/21/22,22-Jul,227.9235,688.1119,no,yes,yes,no,medium-high,no,24.72,14.05714286,1,2022
KSF1S3,KS-1-22,7/21/22,22-Jul,329.9464,957.2787,no,yes,yes,no,medium-high,no,24.72,12.99126638,1,2022
KSF2S1,KS-2-22,7/21/22,22-Jul,154.1197,1163.4952,yes,yes,yes,no,none-low,no,28.84,2.490039841,2,2022
KSF2S2,KS-2-22,7/21/22,22-Jul,26.0484,1795.1689,yes,yes,yes,no,none-low,no,28.84,1.52817574,2,2022
KSF2S3,KS-2-22,7/21/22,22-Jul,65.121,1078.8379,yes,yes,yes,no,none-low,no,28.84,2.949852507,2,2022
KSF3S1,KS-3-22,7/21/22,22-Jul,115.0471,981.1564,no,yes,yes,no,none-low,no,20.88,3.574975174,3,2022
KSF3S2,KS-3-22,7/21/22,22-Jul,73.8038,835.7195,no,yes,yes,no,none-low,no,20.88,3.170028818,3,2022
KSF3S3,KS-3-22,7/21/22,22-Jul,13.0242,1725.7065,no,yes,yes,no,none-low,no,20.88,1.941747573,3,2022
JKF1S1,JK-1-22,7/21/22,22-Jul,188.8509,2127.286,no,yes,yes,no,medium-high,yes,21.76,3.272377286,1,2022
JKF1S2,JK-1-22,7/21/22,22-Jul,1230.7869,3427.5353,no,yes,yes,no,medium-high,yes,21.76,2.021174206,1,2022
JKF1S3,JK-1-22,7/21/22,22-Jul,492.7489,3564.2894,no,yes,yes,no,medium-high,yes,21.76,3.251231527,1,2022
JKF2S1,JK-2-22,7/21/22,22-Jul,306.0687,4495.5197,no,yes,yes,no,medium-high,yes,21.88,3.585271318,2,2022
JKF2S2,JK-2-22,7/21/22,22-Jul,167.1439,3614.2155,no,yes,yes,no,medium-high,yes,21.88,2.5390625,2,2022
JKF2S3,JK-2-22,7/21/22,22-Jul,360.3362,3770.5059,no,yes,yes,no,medium-high,yes,21.88,2.818270165,2,2022
JKF3S1,JK-3-22,7/21/22,22-Jul,273.5082,5253.094,no,yes,yes,no,medium-high,yes,23.64,2.374169041,3,2022
JKF3S2,JK-3-22,7/21/22,22-Jul,134.5834,4745.1502,no,yes,yes,no,medium-high,yes,23.64,2.05078125,3,2022
JKF3S3,JK-3-22,7/21/22,22-Jul,193.1923,4931.8304,no,yes,yes,no,medium-high,yes,23.64,2.235179786,3,2022
JKF4S1,JK-4-22,7/21/22,22-Jul,136.7541,1617.1715,no,no,yes,no,medium-high,yes,33.72,3.578336557,4,2022
JKF4S2,JK-4-22,7/21/22,22-Jul,182.3388,1582.4403,no,no,yes,no,medium-high,yes,33.72,4.223968566,4,2022
JKF4S3,JK-4-22,7/21/22,22-Jul,475.3833,2274.8936,no,no,yes,no,medium-high,yes,33.72,3.428571429,4,2022
JKF5S1,JK-5-22,7/21/22,22-Jul,753.2329,4645.298,no,yes,yes,no,medium-high,yes,27.72,3.358925144,5,2022
JKF5S2,JK-5-22,7/21/22,22-Jul,125.9006,3546.9238,no,yes,yes,no,medium-high,yes,27.72,15.11758119,5,2022
JKF5S3,JK-5-22,7/21/22,22-Jul,49.9261,2057.8236,no,yes,yes,no,medium-high,yes,27.72,15.59139785,5,2022
JKF6S1,JK-6-22,7/21/22,22-Jul,130.242,2815.3979,yes,yes,yes,no,medium-high,yes,23.88,2.208835341,6,2022
JKF6S2,JK-6-22,7/21/22,22-Jul,258.3133,2789.3495,yes,yes,yes,no,medium-high,yes,23.88,3.531786075,6,2022
JKF6S3,JK-6-22,7/21/22,22-Jul,60.7796,2496.305,yes,yes,yes,no,medium-high,yes,23.88,2.339181287,6,2022
JKF7S1,JK-7-22,7/21/22,22-Jul,301.7273,5246.5819,no,yes,yes,no,none-low,yes,21.88,3.260869565,7,2022
JKF7S2,JK-7-22,7/21/22,22-Jul,141.0955,4293.6446,no,yes,yes,no,none-low,yes,21.88,2.657480315,7,2022
JKF7S3,JK-7-22,7/21/22,22-Jul,466.7005,4742.9795,no,yes,yes,no,none-low,yes,21.88,2.812803104,7,2022
JKF8S1,JK-8-22,7/21/22,22-Jul,99.8522,1684.4632,minimal,yes,yes,no,none-low,yes,23.64,7.164480323,8,2022
JKF8S2,JK-8-22,7/21/22,22-Jul,75.9745,2353.0388,minimal,yes,yes,no,none-low,yes,23.64,4.44225074,8,2022
JKF8S3,JK-8-22,7/21/22,22-Jul,106.3643,4015.795,minimal,yes,yes,no,none-low,yes,23.64,2.401536984,8,2022
JKF9S1,JK-9-22,7/21/22,22-Jul,282.191,3794.3836,minimal,yes,yes,no,none-low,yes,23.64,12.74089936,9,2022
JKF9S2,JK-9-22,7/21/22,22-Jul,438.4814,2359.5509,minimal,yes,yes,no,none-low,yes,23.64,10.05181347,9,2022
JKF9S3,JK-9-22,7/21/22,22-Jul,180.1681,2656.9368,minimal,yes,yes,no,none-low,yes,23.64,12.11801897,9,2022
JKF10S1,JK-10-22,7/21/22,22-Jul,405.9209,3777.018,minimal,yes,yes,no,none-low,yes,23.64,1.910219675,10,2022
JKF10S2,JK-10-22,7/21/22,22-Jul,128.0713,4033.1606,minimal,yes,yes,no,none-low,yes,23.64,2.504816956,10,2022
JKF10S3,JK-10-22,7/21/22,22-Jul,221.4114,3952.8447,minimal,yes,yes,no,none-low,yes,23.64,2.03685742,10,2022
JKF11S1,JK-11-22,7/21/22,22-Jul,481.8954,1245.9818,no,no,yes,no,none-low,yes,33.72,2.21550856,11,2022
JKF11S2,JK-11-22,7/21/22,22-Jul,299.5566,2101.2376,no,no,yes,no,none-low,yes,33.72,1.238095238,11,2022
JKF11S3,JK-11-22,7/21/22,22-Jul,91.1694,1569.4161,no,no,yes,no,none-low,yes,33.72,1.740812379,11,2022
JAF1S1,JA-2-22,7/21/22,22-Jul,102.0229,681.5998,no,yes,yes,no,none-low,no,11.84,4.591836735,2,2022
JAF1S2,JA-2-22,7/21/22,22-Jul,210.5579,1552.0505,no,yes,yes,no,none-low,no,11.84,3.663366337,2,2022
JAF1S3,JA-2-22,7/21/22,22-Jul,347.312,1786.4861,no,yes,yes,no,none-low,no,11.84,3.294573643,2,2022
JAF2S1,JA-2-22,7/21/22,22-Jul,71.6331,1122.2519,no,yes,yes,no,none-low,no,11.84,5.544554455,2,2022
JAF2S2,JA-2-22,7/21/22,22-Jul,47.7554,1146.1296,no,yes,yes,no,none-low,no,11.84,7.209062822,2,2022
JAF2S3,JA-2-22,7/21/22,22-Jul,95.5108,1089.6914,no,yes,yes,no,none-low,no,11.84,5.858170606,2,2022
