sample,field,date,sampling.period,mbc,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,P,K,Mg,Ca,pH,CEC,S,B,Zn,Mn,Fe,Cu,OM,no3.ppm,nh4.ppm,total.N,original.field,year
JA 110,JA-1-18,9/24/18,18-Oct,436.3107,no,no,no,yes,medium-high,no,8.4,7.880724175,80,877,856,6187,8.5,21.35,21,4.16,18.99,98,68,2.74,0.51,2.61,1.19,3.8,1,2018
JA 111,JA-1-18,9/24/18,18-Oct,846.573,no,no,no,yes,medium-high,no,8.4,6.444683136,48,733,650,2046,8.4,9.56,16,2.61,9.17,86,72,2.05,0.41,2.68,1.22,3.9,1,2018
JA 112,JA-1-18,9/24/18,18-Oct,371.1897,no,no,no,yes,medium-high,no,8.4,6.430868167,100,726,595,1836,8.2,8.79,17,1.93,6.96,77,73,2.34,0.44,2.57,1.42,3.99,1,2018
JA 113,JA-2-18,9/24/18,18-Oct,388.5553,yes,yes,yes,no,none-low,no,10.4,8.53909465,26,561,758,1842,8.1,9.28,20,2.88,2.46,95,65,1.67,0.37,2.32,1.66,3.98,2,2018
JA 114,JA-2-18,9/24/18,18-Oct,297.3859,yes,yes,yes,no,none-low,no,10.4,9.493670886,42,757,836,2598,7.8,12.54,59,2.64,1.58,122,61,1.93,0.53,2.75,1.53,4.28,2,2018
JA 115,JA-2-18,9/24/18,18-Oct,121.5592,yes,yes,yes,no,none-low,no,10.4,8.742004264,18,565,797,2140,8.2,10.59,19,3.13,1.26,113,64,1.76,0.45,1.72,1.79,3.51,2,2018
JA 116,JA-2-18,9/24/18,18-Oct,340.7999,yes,yes,yes,no,none-low,no,10.4,7.227615965,40,686,732,1966,8.5,9.24,68,3.94,2.56,93,65,1.81,0.44,4.11,1.6,5.71,2,2018
JA 117,JA-3-18,9/24/18,18-Oct,455.847,yes,no,yes,no,none-low,no,9.9,6.83491062,51,502,283,3639,8.4,11.72,11,1.41,0.79,85,71,1.67,0.39,1.64,1.34,2.98,3,2018
JA 118,JA-3-18,9/24/18,18-Oct,240.9477,yes,no,yes,no,none-low,no,9.9,6.759656652,64,454,270,2839,8,10,17,1.33,0.71,73,73,1.39,0.38,7.49,1.95,9.44,3,2018
JA 119,JA-3-18,9/24/18,18-Oct,321.2636,yes,no,yes,no,none-low,no,9.9,5.584826133,99,518,321,3107,7.5,10.96,37,1.47,1.04,83,83,1.57,0.36,38.56,2.62,41.18,3,2018
JA 120,JA-3-18,9/24/18,18-Oct,638.1858,yes,no,yes,no,none-low,no,9.9,6.209850107,57,558,321,3362,8.1,11.65,16,1.7,1.08,82,71,1.67,0.48,5.01,1.4,6.41,3,2018
EE 105,EE-2-18,9/26/18,18-Oct,186.6802,no,yes,no,yes,medium-high,no,28.9,13.73626374,102,1074,1360,4409,8.2,19.66,15,3.16,5.16,426,87,4.56,1.31,2.48,1.56,4.04,2,2018
EE 106,EE-2-18,9/26/18,18-Oct,47.7554,no,yes,no,yes,medium-high,no,28.9,9.572301426,80,1047,1367,4149,8,19.41,16,2.91,5.14,403,84,4.48,1.26,2.4,1.72,4.12,2,2018
EE 107,EE-2-18,9/26/18,18-Oct,225.7528,no,yes,no,yes,medium-high,no,28.9,12.17587373,89,1205,1163,3813,7.8,17.92,17,2.51,4.39,401,84,4.37,1.29,2.98,1.63,4.61,2,2018
EE 108,EE-2-18,9/26/18,18-Oct,58.6089,no,yes,no,yes,medium-high,no,28.9,10.98901099,119,1289,1199,4081,7.5,18.45,18,2.69,5.52,404,85,4.17,1.39,3.46,1.56,5.02,2,2018
KS 121,KS-1-18,9/20/18,18-Oct,136.7541,yes,yes,yes,no,none-low,no,24.4,5.050505051,61,946,1457,3291,8.3,16.71,45,4.44,1.56,284,74,4.56,0.86,6.83,1.44,8.27,1,2018
KS 122,KS-1-18,9/20/18,18-Oct,119.3885,yes,yes,yes,no,none-low,no,24.4,3.806584362,63,940,1417,3619,8.2,17.75,39,4.55,1.53,303,75,4.71,0.96,3.69,1.42,5.11,1,2018
KS 123,KS-1-18,9/20/18,18-Oct,-34.7312,yes,yes,yes,no,none-low,no,24.4,4.109589041,48,966,1528,3352,8.5,17.18,22,4.54,1.68,270,79,4.21,1.1,1.56,1.68,3.24,1,2018
KS 124,KS-1-18,9/20/18,18-Oct,102.0229,yes,yes,yes,no,none-low,no,24.4,3.929679421,48,834,1854,3486,8.3,18.7,27,4.85,1.64,310,77,5.09,0.78,1.08,1.39,2.47,1,2018
KS 125,KS-2-18,9/20/18,18-Oct,284.3617,yes,no,no,no,none-low,no,13,5.994005994,36,565,920,2405,7.7,11.77,14,2.53,1.03,171,69,3,0.65,7.74,2.05,9.79,2,2018
KS 126,KS-2-18,9/20/18,18-Oct,334.2878,yes,no,no,no,none-low,no,13,7.327141383,39,673,1001,2757,7.4,13.52,18,2.39,1.09,203,72,3.24,0.75,15.55,1.64,17.19,2,2018
KS 127,KS-2-18,9/20/18,18-Oct,65.121,yes,no,no,no,none-low,no,13,4.995004995,47,637,805,2349,7.8,11.24,13,2.02,1.06,185,82,2.92,0.67,7.68,1.67,9.35,2,2018
KS 128,KS-2-18,9/20/18,18-Oct,256.1426,yes,no,no,no,none-low,no,13,4.275996113,48,642,932,2425,7.6,11.96,13,2.47,1.51,195,79,3,0.59,4.18,1.52,5.7,2,2018
KS 129,KS-3-18,9/20/18,18-Oct,171.4853,minimal,no,no,no,medium-high,no,24.5,11.08695652,15,807,709,4860,7.3,18.13,20,2,1.19,283,70,3.77,1.22,12.03,1.52,13.55,3,2018
KS 130,KS-3-18,9/20/18,18-Oct,10.8535,minimal,no,no,no,medium-high,no,24.5,4.291417166,21,937,750,4363,7.1,17.23,22,1.99,1.4,286,86,3.72,1.18,8.98,2.06,11.04,3,2018
KS 131,KS-3-18,9/20/18,18-Oct,86.828,minimal,no,no,no,medium-high,no,24.5,5.705705706,22,791,670,4278,7.4,16.9,17,1.87,1.11,280,81,3.65,1.12,3.04,1.68,4.72,3,2018
KS 132,KS-3-18,9/20/18,18-Oct,102.0229,minimal,no,no,no,medium-high,no,24.5,7.434554974,38,886,693,4592,7.4,17.1,22,1.92,1.59,297,86,3.89,1.18,11.64,1.74,13.38,3,2018
BS 97,BS-1-18,9/26/18,18-Oct,104.1936,no,yes,yes,no,none-low,no,28.8,10.80786026,20,1596,1402,5240,8.2,22.58,36,3.29,2.22,300,76,4.85,1.47,3.61,1.52,5.13,1,2018
BS 98,BS-1-18,9/26/18,18-Oct,156.2904,no,yes,yes,no,none-low,no,28.8,11.44067797,26,1426,1331,5766,8.2,23.78,35,3.85,2.52,318,74,5.63,1.38,3.87,1.68,5.55,1,2018
BS 99,BS-1-18,9/26/18,18-Oct,45.5847,no,yes,yes,no,none-low,no,28.8,8.981380066,20,1357,1260,5214,8.4,22.02,35,3.57,2.25,257,77,4.74,1.49,4.8,2,6.8,1,2018
BS 100,BS-1-18,9/26/18,18-Oct,223.5821,no,yes,yes,no,none-low,no,28.8,8.135942327,22,1232,1235,5191,8.1,21.3,61,3.38,2.74,240,70,4.54,1.49,11.47,1.45,12.92,1,2018
BS 101,BS-2-18,9/26/18,18-Oct,156.2904,no,yes,yes,yes,medium-high,no,34.8,13.22869955,12,1182,1791,10234,8.5,36.16,43,5.09,2.6,224,77,5.93,1.75,10.96,1.49,12.45,2,2018
BS 102,BS-2-18,9/26/18,18-Oct,180.1681,no,yes,yes,yes,medium-high,no,34.8,11.44640999,19,1420,1746,7020,8.4,29.04,48,4.82,2.7,256,81,5.99,1.68,25.64,1.69,27.33,2,2018
BS 103,BS-2-18,9/26/18,18-Oct,104.1936,no,yes,yes,yes,medium-high,no,34.8,13.58159912,29,1164,1406,9730,8.5,33.67,42,3.89,10.59,270,60,5.3,1.55,7.57,1.61,9.18,2,2018
BS 104,BS-2-18,9/26/18,18-Oct,73.8038,no,yes,yes,yes,medium-high,no,34.8,13.15192744,32,1329,1684,6335,7.9,26.55,49,4.51,4.86,287,74,5.8,1.74,51.94,1.45,53.39,2,2018
BH 37,BH-1-19,6/7/19,19-Jun,243.1184,yes,yes,yes,yes,medium-high,no,23.3,14.5232816,125,1431,1039,7523,8.7,26.17,24,4.42,8.6,122,72,2.26,0.78,10.32,0.95,11.27,1,2019
BH 38,BH-1-19,6/7/19,19-Jun,43.414,yes,yes,yes,yes,medium-high,no,23.3,11.4806867,182,1355,917,9123,8.6,29.56,27,3.95,7.53,126,59,2.52,0.76,10.34,1.51,11.85,1,2019
BH 39,BH-1-19,6/7/19,19-Jun,342.9706,yes,yes,yes,yes,medium-high,no,23.3,14.04435058,142,1515,1005,3657,8.3,16.47,24,4.05,9.49,153,78,2.87,0.87,20.9,1.21,22.11,1,2019
BH 41,BH-2-19,6/7/19,19-Jun,158.4611,minimal,yes,yes,no,none-low,no,12,14.56953642,244,1448,742,3342,8,14.1,31,4,11.71,153,96,2.24,0.9,13.94,1.13,15.07,2,2019
BH 42,BH-2-19,6/7/19,19-Jun,102.0229,minimal,yes,yes,no,none-low,no,12,14.62621885,247,1167,652,3149,8.2,13.28,21,2.67,13.64,197,113,2.77,0.82,7.25,1.47,8.72,2,2019
BH 43,BH-2-19,6/7/19,19-Jun,316.9222,minimal,yes,yes,no,none-low,no,12,13.10734463,308,1791,640,3174,8,13.69,36,3.76,15.41,190,103,2.51,0.84,20.4,0.82,21.22,2,2019
BH 45,BH-3-19,6/7/19,19-Jun,54.2675,minimal,yes,yes,no,none-low,yes,14.4,12.93199554,200,1189,1172,2596,8.7,13.69,24,4.92,11.93,188,82,3.48,0.74,7.89,1.54,9.43,3,2019
BH 46,BH-3-19,6/7/19,19-Jun,52.0968,minimal,yes,yes,no,none-low,yes,14.4,11.7965368,167,869,1176,2328,8,12.63,18,4.14,10.9,182,84,2.89,0.59,5.04,1.29,6.33,3,2019
BH 47,BH-3-19,6/7/19,19-Jun,564.382,minimal,yes,yes,no,none-low,yes,14.4,14.83578709,224,1148,1471,2700,8.5,15.55,34,6.66,12.53,205,79,3.3,0.78,18.16,1.26,19.42,3,2019
BH 133,BH-4-19,6/7/19,19-Jun,117.2178,yes,yes,yes,yes,medium-high,no,23.2,13.78169791,190,1464,967,6434,8.5,23.19,29,4.36,7.76,133,80,2.83,0.81,13.21,1.36,14.57,4,2019
BH 134,BH-4-19,6/7/19,19-Jun,440.6521,yes,yes,yes,yes,medium-high,no,23.2,15.53829079,217,1545,1227,3402,8.4,16.79,23,4.21,6.59,154,101,3.31,0.78,23.77,1.24,25.01,4,2019
BH 135,BH-4-19,6/7/19,19-Jun,303.898,yes,yes,yes,yes,medium-high,no,23.2,16.27906977,167,1584,1081,3478,7.7,16.42,23,4.31,9.22,161,92,3.35,0.99,24.73,1.42,26.15,4,2019
JA 109,JA-1-19,6/10/19,19-Jun,701.1361,no,no,no,no,medium-high,no,8.4,7.975460123,40,677,607,7937,9,24.03,17,2.28,14.03,73,58,2.17,0.43,5.09,0.83,5.92,1,2019
JA 110,JA-1-19,6/10/19,19-Jun,640.3565,no,no,no,no,medium-high,no,8.4,7.270916335,96,1062,783,5236,8.5,18.51,25,4.28,13.48,104,75,2.49,0.6,6.67,1.17,7.84,1,2019
JA 111,JA-1-19,6/10/19,19-Jun,690.2826,no,no,no,no,medium-high,no,8.4,9.243697479,81,1080,730,2149,8.8,10.59,16,2.65,6.61,101,87,2.38,0.53,5.4,1.85,7.25,1,2019
JA 113,JA-2-19,6/10/19,19-Jun,579.5769,yes,yes,yes,no,none-low,no,10.4,8.188331627,39,1142,721,1863,8.1,9.92,13,2.87,3.34,109,76,2.04,0.39,2.61,1.37,3.98,2,2019
JA 114,JA-2-19,6/10/19,19-Jun,833.5488,yes,yes,yes,no,none-low,no,10.4,7.966457023,70,1039,662,2310,8.6,11.06,15,2.49,2.68,110,77,1.96,0.47,2.77,1.25,4.02,2,2019
JA 115,JA-2-19,6/10/19,19-Jun,742.3794,yes,yes,yes,no,none-low,no,10.4,9.529025192,42,1233,823,2904,8.4,13.46,14,3.48,3.26,130,74,2.46,0.57,3.74,1.41,5.15,2,2019
JA 117,JA-3-19,6/10/19,19-Jun,453.6763,yes,no,yes,no,none-low,no,9.9,4.604604605,41,385,217,8495,9.1,23.43,13,0.77,6.43,65,51,1.47,0.32,2.19,1.69,3.88,3,2019
JA 118,JA-3-19,6/10/19,19-Jun,364.6776,yes,no,yes,no,none-low,no,9.9,4.536489152,32,381,226,7751,8.1,21.6,14,0.69,0.59,75,52,1.6,0.35,1.85,1.74,3.59,3,2019
JA 119,JA-3-19,6/10/19,19-Jun,371.1897,yes,no,yes,no,none-low,no,9.9,6.510681587,44,452,253,5964,8.3,17.74,11,0.9,1.12,104,77,2.14,0.41,2.27,1.29,3.56,3,2019
CK 157,CK-4-19,6/13/19,19-Jun,429.7986,minimal,yes,yes,yes,medium-high,no,38.6,24.91268917,93,1541,2019,5607,7.8,26.4,22,4,9.73,403,65,5.25,2.14,11.72,1.59,13.31,4,2019
CK 158,CK-4-19,6/13/19,19-Jun,158.4611,minimal,yes,yes,yes,medium-high,no,38.6,17.98396334,66,1516,1988,5392,7.5,26.1,23,3.28,13.79,348,71,4.97,1.88,10.2,2.88,13.08,4,2019
CK 159,CK-4-19,6/13/19,19-Jun,199.7044,minimal,yes,yes,yes,medium-high,no,38.6,24.30875576,254,1620,2045,6156,8,28.38,26,4.48,17.44,373,68,5.74,2.36,15.72,1.74,17.46,4,2019
CK 160,CK-5-19,6/13/19,19-Jun,99.8522,minimal,yes,yes,yes,medium-high,no,42.6,26.44836272,129,1563,1857,4925,7.2,24.85,20,3.26,9.09,466,75,5.95,2.2,23.8,1.7,25.5,5,2019
CK 161,CK-5-19,6/13/19,19-Jun,473.2126,minimal,yes,yes,yes,medium-high,no,42.6,19.86455982,105,1814,2109,5534,7.7,27.34,22,3.85,28.09,466,72,6.29,2.56,16.3,1.83,18.13,5,2019
CK 162,CK-5-19,6/13/19,19-Jun,560.0406,minimal,yes,yes,yes,medium-high,no,42.6,27.23785166,138,1701,1951,5249,7.7,25.83,25,4.01,24.3,462,71,6.01,2.71,15.06,1.8,16.86,5,2019
CK 163,CK-6-19,6/13/19,19-Jun,421.1158,minimal,yes,yes,yes,medium-high,no,36.6,25.26690391,127,1437,1850,4841,7.5,24.05,19,2.7,17.3,396,108,5.43,2.47,13.58,1.72,15.3,6,2019
CK 164,CK-6-19,6/13/19,19-Jun,462.3591,minimal,yes,yes,yes,medium-high,no,36.6,24.25629291,121,1483,1572,4336,7.2,21.69,20,2.09,12.58,367,99,4.55,2.32,13.3,1.7,15,6,2019
CK 165,CK-6-19,6/13/19,19-Jun,603.4546,minimal,yes,yes,yes,medium-high,no,36.6,19.25837321,160,1851,1737,4699,7.6,23.75,24,3.07,34.04,401,117,5.44,2.75,8.56,2.02,10.58,6,2019
KS 121,KS-1-19,6/14/19,19-Jun,180.1681,yes,yes,yes,no,none-low,no,24.4,11.42557652,118,1278,1448,3870,8.1,18.94,25,4.44,2.6,273,85,4.24,1.1,24.63,1.46,26.09,1,2019
KS 122,KS-1-19,6/14/19,19-Jun,54.2675,yes,yes,yes,no,none-low,no,24.4,14.77777778,96,1087,1426,3591,8.1,17.91,20,4.39,2.29,244,86,3.83,1.05,21.16,1.18,22.34,1,2019
KS 123,KS-1-19,6/14/19,19-Jun,264.8254,yes,yes,yes,no,none-low,no,24.4,13.46153846,95,1147,1347,3292,7.8,16.91,22,3.43,2.51,260,85,3.83,0.98,18.9,1.43,20.33,1,2019
KS 129,KS-3-19,6/14/19,19-Jun,384.2139,minimal,no,no,no,medium-high,no,24.5,12.47334755,27,972,697,5098,7.8,18.89,22,2.28,1.7,306,70,4.61,1.29,13.38,1.28,14.66,3,2019
KS 130,KS-3-19,6/14/19,19-Jun,249.6305,minimal,no,no,no,medium-high,no,24.5,12.0359955,21,873,646,4293,7.5,16.54,19,1.66,1.29,327,76,3.64,1.23,10.14,1.38,11.52,3,2019
KS 131,KS-3-19,6/14/19,19-Jun,69.4624,minimal,no,no,no,medium-high,no,24.5,9.650924025,35,723,563,3792,7.4,14.35,11,1.1,1.22,346,93,3.77,1.09,6.15,1.27,7.42,3,2019
KS 166,KS-4-19,6/14/19,19-Jun,125.9006,no,no,no,no,none-low,yes,28.6,12.00440529,33,729,1036,3655,7.6,15.98,16,2.57,0.98,200,79,3.49,0.84,15.24,1.27,16.51,4,2019
KS 167,KS-4-19,6/14/19,19-Jun,58.6089,no,no,no,no,none-low,yes,28.6,8.225108225,30,691,914,3239,7.5,14.79,12,2.09,0.91,206,78,3.23,0.92,6.97,1.39,8.36,4,2019
KS 168,KS-4-19,6/14/19,19-Jun,13.0242,no,no,no,no,none-low,yes,28.6,10.15384615,38,701,951,3339,6.9,15.2,13,1.87,0.84,191,88,3.49,0.8,16.09,2.05,18.14,4,2019
TG 169,TG-4-19,6/17/19,19-Jun,290.8738,no,yes,yes,yes,none-low,no,32.6,17.03056769,203,1599,1941,4678,8.1,23.43,28,6.07,6.03,436,72,4.76,1.55,15.04,1.45,16.49,4,2019
TG 170,TG-4-19,6/17/19,19-Jun,269.1668,no,yes,yes,yes,none-low,no,32.6,13.31877729,231,1766,1836,4657,8.1,23.15,19,5.69,6.09,450,80,5.05,1.42,8.22,1.62,9.84,4,2019
TG 171,TG-4-19,6/17/19,19-Jun,112.8764,no,yes,yes,yes,none-low,no,32.6,17.13325868,260,1586,1703,4584,8.3,22.18,18,5.35,6.52,413,98,4.85,1.39,4.91,1.46,6.37,4,2019
TG 172,TG-5-19,6/17/19,19-Jun,169.3146,yes,yes,yes,no,none-low,yes,32.6,13.27063741,95,1608,1843,4719,8.4,23.13,30,6.78,3.71,428,91,5.55,1.27,6.82,1.43,8.25,5,2019
TG 173,TG-5-19,6/17/19,19-Jun,121.5592,yes,yes,yes,no,none-low,yes,32.6,13.3105802,78,1176,1726,4312,8.4,21.07,12,6.51,2.9,381,82,4.97,1.18,3.83,1.47,5.3,5,2019
TG 174,TG-5-19,6/17/19,19-Jun,80.3159,yes,yes,yes,no,none-low,yes,32.6,14.36114044,112,1413,1687,4683,8.3,22.14,23,6.37,3.46,371,95,5.21,1.36,7.92,1.41,9.33,5,2019
TG 175,TG-6-19,6/17/19,19-Jun,594.7718,no,yes,yes,yes,medium-high,yes,32.4,17.0678337,117,1893,2156,4514,8.2,24.69,18,6.72,6.68,360,74,4.6,1.56,22.92,1.11,24.03,6,2019
TG 176,TG-6-19,6/17/19,19-Jun,759.745,no,yes,yes,yes,medium-high,yes,32.4,19.43127962,468,1480,1963,4237,6.8,23.46,25,5.13,13.98,330,96,4.29,1.53,31.65,2.55,34.2,6,2019
TG 177,TG-6-19,6/17/19,19-Jun,173.656,no,yes,yes,yes,medium-high,yes,32.4,21.21573302,319,1318,1775,3998,6.8,22.68,21,4.62,10.88,317,88,3.89,1.61,35.57,4.21,39.78,6,2019
RN 178,RN-4-19,6/17/19,19-Jun,132.4127,yes,no,no,no,none-low,no,34.7,18.1420765,29,873,1399,3261,6.8,16.7,15,1.68,1.38,265,85,3.79,1.24,2.2,1.4,3.6,4,2019
RN 179,RN-4-19,6/17/19,19-Jun,104.1936,yes,no,no,no,none-low,no,34.7,12.14659686,17,739,1120,2897,6.7,14.85,10,1.37,1.25,221,73,3.16,1.05,2.61,1.4,4.01,4,2019
RN 180,RN-4-19,6/17/19,19-Jun,206.2165,yes,no,no,no,none-low,no,34.7,11.69265033,20,701,1175,2876,7,14.98,12,1.5,1.28,225,77,3.19,1.29,3.21,1.58,4.79,4,2019
RN 181,RN-5-19,6/17/19,19-Jun,173.656,no,yes,yes,yes,medium-high,no,34.7,15.14450867,111,1484,2014,6719,8,28.69,29,5.44,10.54,257,63,4.42,1.52,7.4,1.21,8.61,5,2019
RN 182,RN-5-19,6/17/19,19-Jun,284.3617,no,yes,yes,yes,medium-high,no,34.7,19.18465228,46,1060,1934,4159,7.8,21.41,14,4.58,6.42,284,63,4.11,1.56,6.77,1.22,7.99,5,2019
RN 183,RN-5-19,6/17/19,19-Jun,136.7541,no,yes,yes,yes,medium-high,no,34.7,16.78082192,94,1419,2125,4662,7.9,24.32,40,5.51,7.8,266,84,4.82,1.58,10.59,1.31,11.9,5,2019
RN 184,RN-6-19,6/17/19,19-Jun,236.6063,no,yes,yes,yes,medium-high,no,38.6,21.63461538,34,1276,1644,4045,7.7,20.59,23,3.53,5.9,291,70,3.96,1.53,8.15,1.26,9.41,6,2019
RN 185,RN-6-19,6/17/19,19-Jun,538.3336,no,yes,yes,yes,medium-high,no,38.6,19.5480226,25,1228,1705,4035,7.4,21.16,36,3.71,2.81,308,72,4.26,1.52,18.8,2.7,21.5,6,2019
RN 186,RN-6-19,6/17/19,19-Jun,379.8725,no,yes,yes,yes,medium-high,no,38.6,22.2737819,32,1342,1740,5802,8,25.47,37,4.65,3.04,270,65,4.38,1.58,22.32,1.68,24,6,2019
RN 53,RN-2-19,6/17/19,19-Jun,49.9261,minimal,yes,yes,no,none-low,yes,27.2,11.24871001,98,1167,1735,7780,8.3,30.17,53,5.12,2.35,322,86,5,1.36,15.46,1.75,17.21,2,2019
RN 54,RN-2-19,6/17/19,19-Jun,167.1439,minimal,yes,yes,no,none-low,yes,27.2,10.5092091,139,1188,1588,4284,7.8,20.84,51,4.66,2.37,303,100,4.48,1.2,20.1,1.47,21.57,2,2019
RN 55,RN-2-19,6/17/19,19-Jun,184.5095,minimal,yes,yes,no,none-low,yes,27.2,13.72767857,111,1090,1647,4075,7.6,20.44,117,5.03,1.96,306,99,4.49,1.1,45.36,6.6,51.96,2,2019
MH 61,MH-1-19,6/11/19,19-Jun,264.8254,minimal,no,yes,no,none-low,yes,21.2,8.130081301,126,808,338,2794,7.3,11.02,10,0.77,2.76,164,94,2.35,0.56,3.03,1.31,4.34,1,2019
MH 62,MH-1-19,6/11/19,19-Jun,108.535,minimal,no,yes,no,none-low,yes,21.2,8.214676889,124,887,324,2365,7.4,9.59,13,0.84,2.19,150,93,2.15,0.52,2.94,1.09,4.03,1,2019
MH 63,MH-1-19,6/11/19,19-Jun,134.5834,minimal,no,yes,no,none-low,yes,21.2,9.808102345,118,983,382,3195,7.4,12.43,10,0.85,1.92,191,94,2.73,0.64,2.71,1.13,3.84,1,2019
MH 65,MH-2-19,6/11/19,19-Jun,95.5108,minimal,no,yes,no,none-low,yes,13,5.87628866,121,1063,626,2750,7.4,12.44,11,1.03,2.28,204,87,2.83,0.68,3.35,1.84,5.19,2,2019
MH 66,MH-2-19,6/11/19,19-Jun,240.9477,minimal,no,yes,no,none-low,yes,13,6.570841889,105,821,563,2376,7.3,10.93,8,0.87,1.62,167,85,2.58,0.63,2.66,2.69,5.35,2,2019
MH 67,MH-2-19,6/11/19,19-Jun,95.5108,minimal,no,yes,no,none-low,yes,13,10.25917927,95,881,602,2738,7.4,12.08,10,1.04,1.44,188,91,2.84,0.79,2.44,0.93,3.37,2,2019
MH 69,MH-3-19,6/11/19,19-Jun,240.9477,minimal,no,yes,no,none-low,yes,10.8,7.104984093,65,844,371,1821,7.4,9.58,17,0.86,1.77,104,85,1.66,0.62,10.63,0.65,11.28,3,2019
MH 70,MH-3-19,6/11/19,19-Jun,590.4304,minimal,no,yes,no,none-low,yes,10.8,9.220636663,143,1223,555,2616,7,12.42,21,1.3,2.81,145,104,2.23,0.78,18.64,0.52,19.16,3,2019
MH 71,MH-3-19,6/11/19,19-Jun,325.605,minimal,no,yes,no,none-low,yes,10.8,7.179487179,66,1110,488,2216,7,11.79,19,0.95,1.86,128,99,2.06,0.7,12.21,2.38,14.59,3,2019
MH 142,MH-4-19,6/11/19,19-Jun,390.726,minimal,no,yes,no,none-low,yes,10.8,6.1,111,1183,505,1940,7.3,9.67,15,1.12,2.3,120,83,1.83,0.65,7.12,1.17,8.29,4,2019
MH 143,MH-4-19,6/11/19,19-Jun,93.3401,minimal,no,yes,no,none-low,yes,10.8,5.074626866,86,911,498,1907,7.4,10.01,12,0.88,2.13,123,87,1.85,0.53,3.1,1.7,4.8,4,2019
MH 144,MH-4-19,6/11/19,19-Jun,17.3656,minimal,no,yes,no,none-low,yes,10.8,6.435137896,84,891,527,2042,6.6,10.44,17,0.86,3.21,114,85,1.82,0.61,19.43,1.89,21.32,4,2019
JS 136,JS-1-19,6/11/19,19-Jun,924.7182,yes,no,yes,yes,none-low,yes,32.8,19.52095808,54,1051,489,9696,8.2,30.02,14,2.14,2.94,285,66,5.09,1.44,4.44,1.78,6.22,1,2019
JS 137,JS-1-19,6/11/19,19-Jun,898.6698,yes,no,yes,yes,none-low,yes,32.8,15.13761468,42,964,437,9463,8.3,28.31,15,2.12,1.35,242,66,4.4,1.07,14.36,1.1,15.46,1,2019
JS 138,JS-1-19,6/11/19,19-Jun,1167.8366,yes,no,yes,yes,none-low,yes,32.8,16.02339181,64,1114,470,8787,8.2,26.95,33,2.45,1.5,244,65,4.43,1.23,22.63,1.81,24.44,1,2019
JS 139,JS-2-19,6/11/19,19-Jun,52.0968,yes,no,yes,yes,none-low,yes,16.8,8.299595142,16,605,302,1585,7.2,7.99,15,0.63,0.78,71,83,1.36,0.4,4.01,1.09,5.1,2,2019
JS 140,JS-2-19,6/11/19,19-Jun,744.5501,yes,no,yes,yes,none-low,yes,16.8,7.747933884,22,627,366,1935,7.3,8.76,19,1.16,1.01,60,73,1.3,0.5,4.04,1.67,5.71,2,2019
JS 141,JS-2-19,6/11/19,19-Jun,84.6573,yes,no,yes,yes,none-low,yes,16.8,6.911447084,27,727,365,1925,7.2,8.06,19,1.13,1.41,76,78,1.52,0.53,4.63,1.13,5.76,2,2019
JS 145,JS-3-19,6/11/19,19-Jun,948.5959,minimal,no,no,yes,none-low,yes,8.9,6.441717791,28,493,245,1673,7.1,6.63,20,0.87,1.88,70,70,1.35,0.56,3.7,0.92,4.62,3,2019
JS 146,JS-3-19,6/11/19,19-Jun,382.0432,minimal,no,no,yes,none-low,yes,8.9,6.772908367,14,320,192,1259,7.2,5.15,12,0.63,1.23,60,62,0.94,0.4,2.68,1.32,4,3,2019
JS 147,JS-3-19,6/11/19,19-Jun,837.8902,minimal,no,no,yes,none-low,yes,8.9,6.666666667,29,558,259,1633,6.9,7.07,15,0.95,1.6,74,66,1.36,0.59,8.23,1.25,9.48,3,2019
KK 148,KK-4-19,6/12/19,19-Jun,735.8673,minimal,yes,yes,yes,medium-high,yes,3.1,11.31687243,140,1096,1116,2890,7.3,14.48,77,2.86,42.76,140,70,2.48,1.2,34.67,1.14,35.81,4,2019
KK 149,KK-4-19,6/12/19,19-Jun,835.7195,minimal,yes,yes,yes,medium-high,yes,3.1,15.88170865,118,970,1135,2956,7,15.36,49,2.68,29.1,123,80,2.52,1.6,23.19,1.33,24.52,4,2019
KK 150,KK-4-19,6/12/19,19-Jun,718.5017,minimal,yes,yes,yes,medium-high,yes,3.1,10.16574586,130,879,1008,2639,7.1,13.92,75,2.53,18.44,140,66,2.23,1.19,31.54,0.83,32.37,4,2019
KK 151,KK-5-19,6/12/19,19-Jun,787.9641,no,yes,yes,yes,medium-high,yes,16.8,15.53287982,94,1172,883,2359,7.6,12.67,42,2.74,46.57,113,66,2.67,1.13,18.2,1.53,19.73,5,2019
KK 152,KK-5-19,6/12/19,19-Jun,796.6469,no,yes,yes,yes,medium-high,yes,16.8,13.61079865,207,1081,907,2551,7.3,12.74,36,2.35,33.84,114,84,2.43,1.33,15.14,1.72,16.86,5,2019
KK 153,KK-5-19,6/12/19,19-Jun,481.8954,no,yes,yes,yes,medium-high,yes,16.8,16.1683278,249,1525,994,2823,7.7,14.35,32,2.99,18.58,114,86,2.54,1.31,21.07,2.37,23.44,5,2019
